0.66667,59.061,4.5873,165.48,0.64734,0.38694,0.2589,0.26344,0.11344,0.13016,3.3371,1.4073,0.24011,0.20818,0.092339,0.11615,0.070911,0.075966,3.678,1.4179,0.18977,0.43824,0.10087,0.035579,0.098328,0.072947,3.0021,1.1251,-0.092689,6,0,0,1,1,4.5,0,0,1,26,0
0.66667,53.517,3.3503,157.57,0.27618,0.71354,0.16081,0.15083,0.0939,0.043554,3.8121,0.96994,0.28888,0.17291,0.13242,0.39455,0.082037,0.054627,4.2966,1.5784,0.1975,0.25005,0.075572,0.039855,0.08149,0.07677,2.2963,0.99383,-0.11274,7,1,1,1,1,4.5,0,0,1,26,0
2.4667,73.222,3.3715,281.84,0.57648,0.36234,0,0,0,0,3.4007,1.8219,0.27745,0.22226,0.045082,0.014073,0.058868,0.069565,6.1964,2.5757,0.39908,0.2519,0.070717,0.13094,0.066503,0.04197,4.5068,1.51,-0.45118,9,1,1,1,1,4.5,0,0,1,26,0
0.86667,66.657,3.9695,296.38,0.45083,1.4607,0.24447,0.086089,0.51048,0.18563,4.509,2.091,0.35033,0.23811,0.053693,0.095147,0.074047,0.054112,4.9682,2.9521,0.33559,0.24285,0.1638,0.27257,0.09998,0.11138,2.8939,1.2245,-0.092418,3,0,1,0,1,4.5,0,0,1,26,0
0.066667,69.173,8.7581,58.694,1.0194,1.9054,0.44462,0.1444,0.31694,0.070796,1.8481,1.4274,0.31591,1.298,0.11925,0.10147,0.085538,0.067163,1.55,0.79702,0.76861,0.66719,0.12792,0.028117,0.23328,0.076319,1.4652,0.64378,0.19229,15,0,0,0.5,1,4.5,0,0,1,26,0
0.93333,47.03,3.4331,221.94,0.28893,0.09291,0.31109,0,1.1469,0,2.5825,1.8473,0.30784,0.1925,0.037068,0.038769,0.061055,0.094524,5.1101,2.327,0.4221,0.35167,0.1242,0.072426,0.12745,0.092338,3.8497,1.3076,-0.49463,2,1,0,1,1,4.5,0,0,1,26,0
1,56.222,4.1396,129.89,0.2877,0.54746,0.17934,0.038024,0.11393,0.024794,3.6127,1.0521,0.40911,0.17525,0.066668,0.03602,0.24165,0.17453,5.6646,1.5086,0.33959,0.27846,0.14125,0.050375,0.10371,0.082372,2.9365,0.74312,-0.36224,5,1,0,1,1,4.5,0,0,1,26,0
1.9333,100.6,3.764,466.82,0.51864,0.68747,0.024873,0.0095207,0.055948,0.028348,3.8337,1.399,0.29444,0.41694,0.042802,0.056299,0.04994,0.031034,8.1912,2.836,0.21828,0.40734,0.022189,0.022856,0.018762,0.09504,2.6722,1.7036,-0.53197,1,1,0,1,1,4.5,0,0,1,26,0
0.26667,94.347,19.524,37.47,1.6259,0.87715,0.2777,0.16148,0.30466,0.077787,2.1053,1.3496,1.9231,0.64862,0.5234,0.22776,0.71913,0.21982,1.6253,0.92026,0.9453,1.1154,0,0,0,0,1.3137,0.94923,0.29532,12,1,0,1,1,4.5,0,0,1,26,0
1,86.044,4.2709,331.64,0.27649,0.69345,0.12174,0.10011,0.16934,0.11896,3.6598,1.2796,0.28115,0.30865,0.1064,0.029043,0.15205,0.047417,7.9845,1.7056,0.43088,0.18527,0.014719,0.02361,0.018112,0.025722,4.2813,1.3758,-0.54164,10,0,0,0,1,4.5,0,0,1,26,0
0.066667,94.463,6.41,344.71,0.65191,1.5149,0.25371,0.088987,0.25068,0.15477,3.4667,1.9178,0.29085,0.20084,0.073172,0.036075,0.13191,0.065178,6.9858,2.5294,0.35033,0.42972,0.10263,0.041588,0.12151,0.085978,2.7325,1.0879,-0.50376,8,1,0,1,1,4.5,0,0,1,26,0
0.066667,46.458,4.4653,76.927,0.48909,0.79673,0.08723,0.071612,0.096041,0.12277,2.1396,1.3827,0.40516,0.52128,0.10562,0.095791,0.099673,0.10523,2.0847,1.555,0.32816,0.89793,0.081485,0.084665,0.051177,0.029317,1.9459,0.68419,0.026326,11,0,0,1,1,4.5,0,0,1,26,0
0.066667,44.672,7.6495,39.445,0.44802,0.60266,0.15265,0.069841,0.16745,0.093354,1.7392,0.60408,0.24943,0.26828,0.054531,0.036122,0.053877,0.054332,1.6567,0.86907,0.49228,0.85225,0.085926,0.076058,0.09429,0.02273,1.7084,0.74343,0.049821,13,1,1,1,1,4.5,0,0,1,26,0
2.0667,163.27,7.8205,418.17,0.24054,0.41032,0.081628,0.030575,0.052247,0.0364,4.3248,1.5592,0.25619,0.215,0.096294,0.036707,0.13225,0.049807,8.2151,2.6747,0.17094,0.053373,0.38979,0,0.53785,0,2.7566,1.3469,-0.47355,14,1,0,0.5,1,4.5,0,0,1,26,0
0.13333,101.33,6.5548,523.75,0.46549,0.31911,0.21622,0.046125,0.30344,0.42844,3.851,2.1874,-1,0,0,0,1.2798,0,5.3171,3.3151,-1,0,0.10402,0,0,0,3.0108,1.9156,-0.27574,4,0,0,0,1,4.5,0,0,1,26,0
0.13333,142.23,3.7713,2087.4,0.72053,4.3207,0.21679,0.12636,0.22267,0.063807,9.1053,2.9005,0.30176,0.47454,0.18408,0.18443,0.65043,0.32284,5.7076,2.5417,0.27071,0.31145,0.087727,0.032389,0.050125,0.046674,5.6534,2.4254,0.5953,6,0,0,0,2,10,4,1,0.5,28,1
0.33333,123.54,2.4309,7128.9,0.36376,0.48644,0.10552,0.064777,0.18683,0.1969,11.754,6.1347,0.21318,1.3769,0.14259,0.066314,0.10065,0.099285,10.316,4.6289,0.24148,0.25768,0.3895,0.64663,0.093892,0.060353,8.3125,4.9591,0.13934,7,1,0,1,2,10,4,1,0.5,28,1
0.13333,119.06,3.0424,5031.6,0.33711,0.36342,0.03539,0.068198,0.03663,0.021686,8.5676,3.9366,0.26198,0.26907,0.068186,0.062575,0.05741,0.1402,10.341,3.7842,0.27268,0.51931,0.063843,0.049729,0.060988,0.053546,11.232,6.8021,-0.17152,9,1,1,1,2,10,4,1,0.5,28,1
0.2,312.06,2.5221,42279,0.28951,0.58346,0.040841,0.045398,0.099402,0.13839,28.927,12.784,0.31649,0.41794,0.087435,0.050556,0.082432,0.048809,18.639,7.0373,0.3149,0.24095,0.039837,0.015934,0.048535,0.055704,20.021,7.7363,0.55196,3,1,1,1,2,10,4,1,0.5,28,1
0.53333,269.66,6.3122,20689,0.68368,1.2397,0.23545,0.30062,0.083924,0.099642,7.9838,14.999,0.714,0.48555,0.31667,0.19272,0.28095,0.29875,6.7162,7.8741,0.44909,1.4724,0.092296,0.045603,0.11091,0.10987,6.3505,7.8424,0.18874,15,1,1,1,2,10,4,1,0.5,28,1
0.066667,114.02,2.1793,2510.4,0.28982,0.32051,0.15168,0.064208,0.14396,0.10923,8.1239,2.5381,0.32474,0.35351,0.047004,0.02502,0.071095,0.028789,7.7897,3.3898,0.26495,0.18169,0.02745,0.020851,0.029897,0.02895,11.429,4.3831,0.042909,2,1,0,1,2,10,4,1,0.5,28,1
0.6,218.22,4.9377,8141.2,0.77024,0.48441,0.35325,0.27131,0.52846,0.20033,10.773,6.5064,0.39489,0.45132,0.073171,0.15877,0.082538,0.07267,10.632,5.6134,0.34278,0.47012,0.12141,0.23565,0.07986,0.030212,9.0963,5.5127,0.013307,5,1,0,1,2,10,4,1,0.5,28,1
1.9333,290.73,2.4814,1.0113e+05,0.36759,0.25159,0.076517,0.036836,0.068766,0.071831,28.674,16.918,0.35049,0.54405,0.048861,0.077206,0.06755,0.071775,19.421,10.226,0.27593,0.31176,0.034452,0.062543,0.028367,0.017159,19.163,15.321,0.47646,1,1,0,1,2,10,4,1,0.5,28,1
0.13333,284.4,30.292,1002.3,1.7898,1.6644,0.072838,0.028483,0.11575,0.0041197,3.1865,2.4251,1.3657,2.0127,0.42245,0.085272,0.21577,0.10731,3.1127,1.1046,0.99675,0.74879,0.36096,0.049279,0.63005,0.17231,2.4664,1.2238,0.023708,12,1,0,1,2,10,4,1,0.5,28,1
