0.330232,-0.14061491,0.034088463
-0.3121225,0.31638354,0.013848438
-0.10546118,-0.18642128,-0.06924219
-0.07243799,0.008522116,0.1257012
-1.3315805,2.3712788,0.033023197
-2.6312032,3.141465,-1.2985574
-2.2626216,3.3779535,-1.3475596
-0.91186637,3.327886,-0.737163
1.3560816,3.222425,-0.57311225
0.101200126,0.5475459,-0.18322548
-0.1736381,-0.10972224,0.043675844
-0.37071204,0.013848438,0.34621096
0.27057716,-1.0098706,-1.0407634
0.43888897,-1.3699301,-1.0333065
1.474326,-0.87990844,0.051132694
1.6820526,0.28229508,2.735599
2.202967,-0.80107886,3.7145772
0.9534117,0.094808534,4.4560013
-0.8479505,1.1451592,3.919108
1.1728562,-0.664725,0.40906155
1.0013486,-1.24849,-1.051416
0.3717773,-0.026631612,-2.634399
0.60293967,0.34301516,-0.8149273
0.7552725,-0.42290998,1.9100192
0.11824436,0.027696876,1.3273195
-0.551807,1.1142666,-0.053263225
-0.49747851,0.82877576,-0.4644553
-0.4612595,0.5486112,-0.11611383
-0.022370555,0.010652645,0.28549087
-0.096939065,0.14487597,0.44208476
0.20240025,-0.8926916,-0.25885928
0.22903186,-0.48363006,-0.6530071
0.95128113,-1.0290455,-0.3717773
0.7094661,-0.7861652,-0.69348717
0.42717105,-0.16618125,-0.3685815
0.24607609,0.03195793,0.19600865
0.080960095,0.38242993,0.3355583
-0.5816344,0.93423694,-0.010652645
-0.8309063,0.7957525,0.20453078
-0.6061355,0.6103965,0.47404268
-0.8511463,0.18429075,0.46978164
-0.9257148,-0.043675844,0.3387541
-0.51771855,0.45380265,0.3749731
-0.30466563,-0.6764429,-0.022370555
1.1249193,-0.314253,-0.8181231
0.9321064,-0.9214538,-1.0386329
0.70200926,-0.5091964,-0.88203895
0.92464954,-0.531567,-0.3334278
0.89162636,-0.57098174,-0.08735169
0.3323625,-0.27696875,-0.23116238
0.27483824,-0.1587244,-0.15659387
0.1470065,0.06924219,-0.17257284
-0.1470065,0.30146983,-0.11717909
-0.46232477,0.7595336,0.22796659
-0.6199839,0.2876214,0.71585774
-0.9576728,1.7971011,0.757403
-0.76592517,0.8064052,0.18002969
-0.716923,0.49215218,0.015978966
-0.39414784,0.1736381,-0.05539375
-0.29614353,0.053263225,0.0958738
-0.16085494,-0.21731395,0.098004326
0.2396845,-0.42290998,-0.14061491
0.850081,-0.96406436,-0.2908172
0.8202536,-1.1984226,-0.46232477
0.9438243,-0.922519,-0.76485986
0.61572284,-0.61678815,-0.75420725
0.92464954,-0.40266997,-0.43675843
0.5486112,-0.30040458,-0.28975195
0.034088463,0.17896444,-0.09374327
-0.070307456,0.32490566,0.36751625
-0.5411543,0.7052051,0.26418558
-0.9938917,0.9235843,0.13635385
-0.1587244,0.7797736,0.74461985
-0.8117315,0.757403,0.1949434
-1.4253238,0.99069595,-0.15446335
-1.3454291,0.6061355,0.42290998
-0.28975195,-0.25033715,1.3827133
0.7222493,-1.1909657,1.0812434
-0.0053263223,-1.2793826,0.07563378
-0.5273059,-1.1547467,-0.8383631
-0.660464,-1.4157364,-0.71159667
-0.45912898,-1.6010925,-0.716923
0.112918034,-0.50813115,-0.86499476
0.2695119,-0.21731395,-0.6775082
0.0777643,0.020240024,-0.6146576
-0.112918034,0.350472,-0.36112466
-0.25033715,1.1014835,-0.112918034
0.05219796,2.5715485,0.43675843
0.8149273,0.7595336,0.62317973
0.070307456,0.63383234,0.55074173
-0.608266,0.34514567,0.43569317
-0.37816888,0.29614353,0.4261058
-0.98856544,-0.14913702,0.33129725
-1.8002969,-0.5454154,-0.13848437
-0.38562572,-0.28016454,-0.5475459
0.34621096,-0.32597092,-0.95234644
1.051416,-0.21092236,-0.7669904
0.6114618,-0.16405073,-0.31957933
0.535828,0.3472762,-0.34940675
0.5581986,0.71159667,-0.01917476
0.17150758,0.27803403,0.056459017
-0.1470065,0.22796659,0.113983296
-0.4101268,0.3206446,0.22690132
-0.80747044,0.6423545,0.12144015
-0.6412892,0.49215218,0.37603834
-0.74248934,0.60293967,0.1949434
-0.76912093,-0.2876214,0.12463594
0.06924219,-0.6487461,-0.29294774
0.6348976,-0.67218184,-0.5486112
1.2367721,-1.0471549,-0.41864893
0.56885123,-0.89588743,-0.44101948
0.36218992,-0.41438788,-0.66152924
0.6466155,-0.066046394,0.00958738
-0.17576863,0.46552056,0.4293016
-0.48682585,0.23009712,0.2727077
-0.73290193,0.78083885,0.314253
-0.0053263223,0.75633776,0.28655612
-1.675661,0.5486112,0.066046394
-0.6359629,0.2876214,-0.002130529
-0.5699165,0.30146983,0.18109496
-0.49747851,0.39414784,0.4133226
0.3685815,-0.58696073,-0.3089267
0.7861652,-0.8692558,-0.48043427
0.9054748,-1.0855045,-0.30360037
0.6423545,-0.74035877,-0.314253
1.2836437,-0.88949585,-0.2609898
-0.5187838,-1.5052186,0.8032094
0.16298546,0.26631612,-0.4293016
-0.23542345,0.63383234,-0.5070659
-0.221575,0.9193232,-0.59761333
-0.8852348,0.43036684,0.09267801
-1.6745957,0.44847634,0.5858955
