1,1,26,0
2,0.5,28,1
3,0,26,1
4,0.5,25,0
5,0.5,24,1
6,0.5,26,1
7,1,27,0
8,0,,1
9,0,40,1
10,1,23,0
11,0,41,0
12,0,58,1
13,0,35,1
14,0,36,1
15,0.5,67,1
16,0,43,1
17,0.5,71,0
18,0.5,24,0
19,1,23,0
20,1,32,0
21,1,35,1
22,0.5,25,0
23,0.5,27,1
