0.00028345,0.068219,0.11739,0.26323,0.42476,0.12511,0.16937,0.58494,0.050159,0.29057,0.29895,0.22067,0.24368,0.15054,0.028899,0.072989,0.026366,0.36515,0.56726,0.32013,0.53603,0.21918,0.39043,0.65056,0.28167,0.090668,0.39936,0.20683,0.098973,6,0,0,1,1,4.5,0,0,1,26,0
0.25,0.073494,0.028964,0.24698,0.44814,0.16772,0.26684,0.29769,0.065776,0.17137,0.40004,0.29711,0,0.1353,0,0,0,0,0.68662,0.18077,0.58219,0.13258,0,0.10201,0.079738,0.083976,0.38064,0.091844,0.13391,7,1,1,1,1,4.5,0,0,1,26,0
1,0.2691,0,0.50253,0.4294,0.09056,0.060319,0.14712,0.029471,0.12585,0.66823,0.64134,0.2588,0.085872,0.30191,1,0.30351,1,0.21323,0.65439,0.60304,0.14481,0.13372,0.17602,0.15036,0.33422,1,0.81177,1,9,1,1,1,1,4.5,0,0,1,26,0
0.33333,0.37754,0.13674,0.53243,0.46008,0.14978,0.038768,0.068962,0.015459,0.067021,0.4895,0.77639,0.060127,0.040004,0.083507,0.10662,0.081147,0.16236,1,0.63478,0.6531,0.32183,0.58861,0.1477,0.53782,0.4181,0.62503,0.3931,0.067475,3,0,1,0,1,4.5,0,0,1,26,0
0,0.30819,0.62715,0.043644,0.46682,1,0.64338,0.49179,0.36702,1,0,0,0.56691,0.075499,1,0.35302,0.87417,0,0.048411,0.54067,0.70495,0.34599,0.40429,0.0778,0.20201,0.24598,0.18601,0,0.056883,15,0,0,0.5,1,4.5,0,0,1,26,0
0,0.11374,0.092453,0.37934,0.4216,0.1141,0.0069366,0.065255,0,0.17082,0.48162,0.58404,0.21581,1,0.33016,0,1,0,0.25868,0.93673,0.61092,0.28764,0.21048,0.24796,0.1501,0.14427,0.56245,0.27132,0.62498,2,1,0,1,1,4.5,0,0,1,26,0
0.38889,0.18504,0.13989,0.19005,0.4506,0.116,0.058804,0.11888,0.047303,0.32153,0.60953,0.25018,0.056844,0.0093873,0.087779,0.083822,0.095317,0.40447,0.60532,0.092085,0.6225,0.19988,0.66794,0.28632,0.28598,0.26222,0.44198,0.37228,0.3948,5,1,0,1,1,4.5,0,0,1,26,0
0.77778,0.47793,0.0708,0.88291,0.4415,0.089923,0.21216,0.3229,0.16324,0.7091,1,0.78767,0.10517,0.16034,0.091847,0.19449,0.080144,0.48938,0.4782,0.33975,0.65921,0.28421,0.45852,0.4577,0.38699,0.13396,0.48386,0.68712,0.96571,1,1,0,1,1,4.5,0,0,1,26,0
0.083333,0.60853,1,0,1,0.1765,1,0.73294,0.41413,0.41006,0.0016879,0.05382,1,0.29121,0.6532,0.32898,0.89804,0.5449,0.11197,0.5686,1,0.43328,0.6995,1,1,0.63337,0,0.21225,0,12,1,0,1,1,4.5,0,0,1,26,0
0.38889,0.61905,0.10265,0.60494,0.43383,0.18438,0.19366,0.14166,0.091525,0.095856,0.93773,0.28633,0.087367,0,0.27386,0.45471,0.20214,0.77899,0.95861,0.59091,0.65358,0.1279,0.22667,0.17951,0.18169,0.15227,0.71101,0.33049,0.42724,10,0,0,0,1,4.5,0,0,1,26,0
0.39314,0.25814,0.047469,0.63181,0.43867,0.12779,0.11362,1,0.069449,0.21234,0.86853,0.61795,0.23737,0.21898,0.42488,0.27558,0.61256,0.56974,0.60791,1,0.68251,0.27247,0.45333,0.38031,0.93378,1,0.32668,0.45235,0.65614,8,1,0,1,1,4.5,0,0,1,26,0
0.00028345,0.0022913,0.1051,0.08114,0.48418,0.38333,0.23297,0.70488,0.10903,0.19465,0.056827,0.29711,0.1322,0.60526,0.16398,0.22084,0.2711,0.46664,0,0.40305,0.578,0.184,0.33497,0.20841,0.12998,0.12938,0.30968,0.18836,0.24713,11,0,0,1,1,4.5,0,0,1,26,0
0,0,0.14141,0.0040601,0.42813,0.13294,0.16442,0.25143,0.069708,0.34999,0.0050637,0.014108,0.34709,0.3716,0.17024,0.14873,0.3693,0.64173,0.0033259,0,0.56422,0.36368,1,0.56043,0.46397,0.14495,0.16654,0.070676,0.1212,13,1,1,1,1,4.5,0,0,1,26,0
0.83333,1,0.27747,0.78288,0.43117,0.071501,0.12234,0.090251,0.057233,0.4289,0.92011,0.70209,0.0082386,0.11079,0,0,0,0,0.70177,0.73848,0.57908,1,0.57296,0.027521,0.23455,0.17057,0.43902,0.39085,0.6123,14,1,0,0.5,1,4.5,0,0,1,26,0
0.00028345,0.7059,0.3444,1,0,0,0,0,1,0,0.55589,1,0.22249,0.331,0.27038,0.75303,0.37508,0.47998,0.79084,0.63148,0,0,0.92393,0,0,0,0.38408,1,0.21772,4,0,0,0,1,4.5,0,0,1,26,0
0.041667,0.26589,0.10314,0.010837,0,0.33416,0.14199,0,0.10139,0.052383,0.13956,0.00070555,0.066912,0.2241,0,0.093846,0,0.12492,0.15182,0.11054,0.024794,0.052399,0.029853,1,0.30262,0.26786,0.14873,0.16758,0.55223,6,0,0,0,2,10,4,1,0.5,28,1
0.16667,0.28099,0.036616,0.061187,0.041055,0.019207,0.26538,0.53605,0.083845,0.69754,0.31168,0.3064,0.0060111,0.16016,0.11339,0.50328,0.064046,0.050318,0.28891,0.23873,0,0,0.55349,0,0.32018,0,0.38011,0.42323,0.77578,7,1,0,1,2,10,4,1,0.5,28,1
0.54167,0.025571,0.029029,0.040241,0.023653,0.005319,0.041714,0.70476,0.0084152,0.027941,0.35569,0.194,0,0,0.06306,0.098985,0.025698,0.088094,0.38389,0.23968,0.091026,0.072076,0.0061721,0.12185,0.10012,0.25792,0.51987,0.25308,0.66181,9,1,1,1,2,10,4,1,0.5,28,1
0.084609,1,0.027654,0.41224,0.042816,0.12772,0.13464,1,0.16631,0.86108,0.69589,0.67176,0.17995,0.18386,0.97891,1,0.82877,1,0.78165,0.69479,0.080134,0.12596,0.0096409,0.29016,0.15996,0.19244,1,0.65986,0.6783,3,1,1,1,2,10,4,1,0.5,28,1
0.33333,0.7359,0.14526,0.19662,0.087372,0.22715,0.1483,0.17889,0.088158,0.59396,0.14044,0.80284,0.076099,1,0.80485,0,0.49597,0,0.21198,1,0.65302,0.11476,0.034537,0.60071,0.43017,0.43514,0.21337,0.48478,0.37683,15,1,1,1,2,10,4,1,0.5,28,1
0,0,0,0.015061,0.011117,0.13529,0.20646,0.38392,0.15375,0.53468,0.21161,0.1557,0.022093,0.065378,0.15675,0.31517,0.17317,0.12196,0.33605,0.1442,0.072106,0.1005,0.033104,0.25837,0.22841,0.64113,0.3036,0.25549,0.35075,2,1,0,1,2,10,4,1,0.5,28,1
0.25,0.50863,0.1295,0.071298,0.069203,0.16143,0.073231,0.16374,0.072512,0.20472,0.28637,0.3175,0.1307,0.35756,0.23051,0.32095,0.11588,0.30459,0.43655,0.33925,0.27466,0.1618,0.019746,0.12375,0.25894,0.42226,0.34171,0.40986,0.38002,5,1,0,1,2,10,4,1,0.5,28,1
0.625,0.74291,0.0089984,1,0.010175,0,0,0.068033,0,0,1,1,0.057789,0.11689,0.084266,0.33018,0.048695,0.041882,1,0.86954,0.0516,0.15375,0.0074145,0.3652,0.21263,0.28812,0.77493,1,0.8356,1,1,0,1,2,10,4,1,0.5,28,1
0.041667,0.79295,1,0,1,1,1,0.78265,1,1,0,0,1,0.74736,1,0.16978,1,0.24598,0,0,1,1,1,0,0,0,0,0,0.3435,12,1,0,1,2,10,4,1,0.5,28,1
